launch_id,date,year,month,rocket,launch_site,country,operator,mission_type,orbit,payload_mass_kg,n_payloads,launch_success,failure_mode,crewed,crew_size,booster_reused,launch_cost_m_usd,rocket_era,rocket_type,payload_to_leo_kg,cost_per_kg_usd,payload_utilization_pct,mission_outcome
SL004646,2024-10-09,2024,10,Hyperbola-1,Xichang Satellite Launch,China,iSpace,Commercial Satellite,GTO,36,5,1,None - Successful Launch,0,0,0,11.3,New Space,small-sat,117,313888.8888888889,30.76923076923077,Success
SL004647,2022-11-23,2022,11,Titan IV,Wallops Flight Facility,USA,Lockheed,Commercial Satellite,GEO,3263,1,0,software,0,0,0,527.0,Post-Cold War,orbital,9833,161507.81489426908,33.18417573477067,Failure
SL004648,1976-09-16,1976,9,Jupiter-C,Kennedy Space Center LC-39A,USA,Army,Communications,GTO,2,1,0,structural failure,0,0,0,45.0,Cold War,suborbital,4,22500000.0,50.0,Failure
SL004649,1981-05-13,1981,5,Titan III,Vandenberg SFB SLC-4E,USA,USAF,IoT/Cubesat,LEO,1579,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,5896,28499.05003166561,26.780868385345997,Success
SL004650,1989-04-12,1989,4,Jupiter-C,Mahia Peninsula LC-1,USA,Army,Technology Demonstration,GTO,3,1,1,None - Successful Launch,0,0,0,45.0,Cold War,suborbital,4,15000000.0,75.0,Success
SL004651,2019-01-21,2019,1,Diamant,Kourou ELS (Vega),Europe,CNES,Space Station Module,LEO,25,1,0,upper stage failure,0,0,0,45.0,Cold War,orbital,36,1800000.0,69.44444444444444,Failure
SL004652,2017-07-10,2017,7,Long March 2D,Jiuquan Satellite Launch,China,CASC,Space Station Module,LEO,805,1,1,None - Successful Launch,0,0,0,19.4,Modern,orbital,1587,24099.378881987577,50.72463768115942,Success
SL004653,1970-01-03,1970,1,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Communications,GTO,866,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,51963.048498845266,63.67647058823529,Success
SL004654,1970-08-05,1970,8,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Human Spaceflight,LEO,972,1,1,None - Successful Launch,1,3,0,45.0,Cold War,orbital,1360,46296.2962962963,71.47058823529412,Success
SL004655,1987-11-12,1987,11,Zenit-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,IoT/Cubesat,SSO,4093,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,6232,10994.380649890056,65.67715019255456,Success
SL004656,2020-09-23,2020,9,Soyuz-2.1b,Baikonur Cosmodrome,Russia,TsSKB,Rideshare,SSO,1242,32,1,None - Successful Launch,0,0,0,47.7,Modern,orbital,3719,38405.79710144927,33.39607421349825,Success
SL004657,2021-09-15,2021,9,Ceres-1,Xichang Satellite Launch,China,Galactic Energy,Technology Demonstration,LEO,132,1,1,None - Successful Launch,0,0,0,11.3,New Space,small-sat,181,85606.06060606061,72.92817679558011,Success
SL004658,1969-01-19,1969,1,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,SSO,1970,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,22842.63959390863,62.95941195270054,Success
SL004659,1997-04-28,1997,4,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Lunar,Interplanetary,666,1,1,None - Successful Launch,0,0,0,46.0,Post-Soviet,orbital,884,69069.06906906907,75.3393665158371,Success
SL004660,1972-04-24,1972,4,Jupiter-C,Cape Canaveral SLC-41,USA,Army,Human Spaceflight,LEO,2,1,1,None - Successful Launch,1,2,0,45.0,Cold War,suborbital,4,22500000.0,50.0,Success
SL004661,2008-03-18,2008,3,Minotaur I,Kennedy Space Center LC-39A,USA,Orbital ATK,Weather,HEO,101,1,1,None - Successful Launch,0,0,0,36.4,Modern,orbital,263,360396.0396039604,38.40304182509506,Success
SL004662,2022-11-10,2022,11,New Shepard,Cape Canaveral SLC-41,Other,Blue Origin,Space Station Module,ISS,0,1,1,None - Successful Launch,0,0,0,0.5,New Space,suborbital,0,,,Success
SL004663,1989-11-28,1989,11,Soyuz-U,Kapustin Yar,USSR,TsSKB,Space Station Resupply,LEO,1815,1,1,None - Successful Launch,0,0,0,37.3,Cold War,orbital,3107,20550.964187327823,58.41647891857097,Success
SL004664,1967-11-13,1967,11,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,LEO,496,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,90725.80645161291,15.851709811441356,Success
SL004665,1998-10-08,1998,10,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Military Reconnaissance,GEO,381,1,1,None - Successful Launch,0,0,0,29.9,Post-Soviet,orbital,884,78477.69028871391,43.09954751131222,Success
SL004666,1986-04-13,1986,4,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Commercial Satellite,GEO,752,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,59840.425531914894,24.03323745605625,Success
SL004667,2017-03-24,2017,3,Juno I,Wallops Flight Facility,USA,Army,Earth Observation,LEO,2,1,0,engine failure,0,0,0,45.0,Cold War,orbital,6,22500000.0,33.33333333333333,Failure
SL004668,1983-12-25,1983,12,Diamant,Kourou ELS (Vega),Europe,CNES,Communications,GEO,17,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,36,2647058.8235294116,47.22222222222222,Success
SL004669,2021-10-11,2021,10,Falcon Heavy,Kennedy Space Center LC-39A,USA,SpaceX,Navigation/GPS,MEO,4262,1,1,None - Successful Launch,0,0,1,83.1,New Space,orbital,28939,19497.88831534491,14.727530322402293,Success
SL004670,1979-01-17,1979,1,Diamant,Kourou ELS (Vega),Europe,CNES,Scientific,SSO,16,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,36,2812500.0,44.44444444444444,Success
SL004671,1972-08-25,1972,8,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Earth Observation,LEO,777,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,57915.057915057914,57.132352941176464,Success
SL004672,1981-07-25,1981,7,Space Shuttle,Mahia Peninsula LC-1,USA,NASA,Communications,MEO,3558,1,1,None - Successful Launch,0,0,0,1581.4,Cold War,orbital,11067,444463.1815626757,32.149634047167254,Success
SL004673,1964-10-22,1964,10,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Scientific,HEO,1053,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,42735.042735042734,42.22133119486769,Success
SL004674,1980-07-02,1980,7,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Interplanetary,Interplanetary,1087,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,41398.344066237354,34.73953339725152,Success
SL004675,2006-10-13,2006,10,Soyuz-2.1b,Plesetsk Cosmodrome,Russia,TsSKB,Rideshare,LEO,1548,1,1,None - Successful Launch,0,0,0,53.5,Modern,orbital,3719,34560.72351421189,41.62409249798333,Success
SL004676,1971-02-17,1971,2,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Navigation/GPS,GEO,1904,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2145,23634.453781512606,88.76456876456876,Success
SL004677,1969-09-24,1969,9,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Defense/Intelligence,HEO,1322,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,34039.3343419062,97.20588235294117,Success
SL004678,1970-10-22,1970,10,Titan III,Cape Canaveral SLC-40,USA,USAF,Defense/Intelligence,SSO,2034,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,5896,22123.893805309734,34.49796472184532,Success
SL004679,1967-05-15,1967,5,Vanguard,SpaceX Starbase (Boca Chica),USA,NRL,Earth Observation,LEO,2,1,0,engine failure,0,0,0,45.0,Cold War,orbital,4,22500000.0,50.0,Failure
SL004680,2021-05-05,2021,5,Soyuz-2.1a,Baikonur Cosmodrome,Russia,TsSKB,Space Station Resupply,ISS,1585,1,1,None - Successful Launch,0,0,0,68.4,Modern,orbital,3356,43154.57413249211,47.22884386174017,Success
SL004681,2023-07-14,2023,7,Zhuque-2,Jiuquan Satellite Launch,China,LandSpace,Commercial Satellite,MEO,1622,2,1,None - Successful Launch,0,0,0,11.3,New Space,commercial,2721,6966.7077681874225,59.610437339213526,Success
SL004682,1965-06-13,1965,6,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Human Spaceflight,LEO,10477,1,1,None - Successful Launch,1,7,0,45.0,Cold War,orbital,9525,4295.122649613439,109.99475065616797,Success
SL004683,2014-06-06,2014,6,Proton-M,Svobodny / Vostochny,Russia,Khrunichev,Space Station Resupply,LEO,4681,1,1,None - Successful Launch,0,0,0,97.6,Modern,orbital,10432,20850.245674001282,44.8715490797546,Success
SL004684,2012-06-26,2012,6,Atlas V,Kennedy Space Center LC-39A,USA,ULA,Navigation/GPS,MEO,5633,1,1,None - Successful Launch,0,0,0,180.5,Modern,orbital,8533,32043.31617255459,66.0142974334935,Success
SL004685,2024-01-28,2024,1,Long March 2C,Xichang Satellite Launch,China,CASC,Human Spaceflight,LEO,545,1,1,None - Successful Launch,1,2,0,19.7,Modern,orbital,1746,36146.78899082569,31.214203894616265,Success
SL004686,1983-12-12,1983,12,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Earth Observation,SSO,1276,1,0,engine failure,0,0,0,45.0,Cold War,orbital,2494,35266.45768025079,51.162790697674424,Failure
SL004687,1980-06-04,1980,6,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Commercial Satellite,GEO,1148,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,39198.606271777004,46.03047313552526,Success
SL004688,1989-01-12,1989,1,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Communications,GTO,455,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,98901.0989010989,33.455882352941174,Success
SL004689,2020-12-14,2020,12,Antares,Mahia Peninsula LC-1,USA,Northrop,Space Telescope,GEO,3991,1,1,None - Successful Launch,0,0,0,79.9,Modern,orbital,3628,20020.045101478325,110.00551267916208,Success
SL004690,2011-11-12,2011,11,H-IIA,Uchinoura Space Center,Japan,JAXA,IoT/Cubesat,SSO,1463,1,1,None - Successful Launch,0,0,0,68.1,Modern,orbital,4535,46548.18865345181,32.260198456449835,Success
SL004691,1990-11-28,1990,11,Long March 2C,Xichang Satellite Launch,China,CASC,Earth Observation,LEO,812,1,1,None - Successful Launch,0,0,0,18.6,Modern,orbital,1746,22906.4039408867,46.506300114547535,Success
SL004692,1977-10-16,1977,10,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Earth Observation,GEO,6762,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,6654.835847382431,70.99212598425197,Success
SL004693,2011-06-20,2011,6,GSLV Mk II,Satish Dhawan Space Centre,India,ISRO,Interplanetary,TLI,2494,1,1,None - Successful Launch,0,0,0,56.7,Modern,orbital,2267,22734.562951082597,110.01323334803705,Success
SL004694,2020-06-05,2020,6,SLV,Satish Dhawan Space Centre,India,ISRO,Lunar,Interplanetary,6,1,1,None - Successful Launch,0,0,0,44.95,Cold War,orbital,18,7491666.666666667,33.33333333333333,Success
SL004695,1986-01-15,1986,1,Atlas-Centaur,Wallops Flight Facility,USA,GD,Weather,SSO,804,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2041,55970.149253731346,39.39245467907888,Success
SL004696,2006-05-25,2006,5,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Rideshare,SSO,646,1,1,None - Successful Launch,0,0,0,67.1,Modern,orbital,3265,103869.96904024767,19.78560490045942,Success
SL004697,1986-01-04,1986,1,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Earth Observation,GTO,5205,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,8645.533141210375,54.645669291338585,Success
SL004698,1990-02-14,1990,2,Atlas-Centaur,Mahia Peninsula LC-1,USA,GD,Astronomy,SSO,626,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2041,71884.98402555911,30.67123958843704,Success
SL004699,1994-01-11,1994,1,Delta II,Cape Canaveral SLC-41,USA,Boeing,Lunar,Interplanetary,1001,1,1,None - Successful Launch,0,0,0,49.8,Modern,orbital,2308,49750.24975024975,43.370883882149045,Success
SL004700,2015-12-20,2015,12,Delta IV Heavy,Wallops Flight Facility,USA,ULA,Lunar,Interplanetary,4835,1,1,None - Successful Launch,0,0,0,414.6,Modern,orbital,13058,85749.74146845915,37.02710981773625,Success
SL004701,2024-02-22,2024,2,Pegasus XL,Vandenberg SFB SLC-4E,USA,Orbital Sciences,Navigation/GPS,MEO,74,1,1,None - Successful Launch,0,0,0,38.7,Post-Cold War,air-launch,200,522972.97297297296,37.0,Success
SL004702,1988-08-13,1988,8,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Space Station Module,ISS,3417,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3107,13169.446883230905,109.97747022851625,Success
SL004703,1983-11-09,1983,11,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Lunar,Interplanetary,1222,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,36824.87725040917,39.0540108660914,Success
SL004704,1985-06-13,1985,6,Vanguard,Vandenberg SFB SLC-4E,USA,NRL,Rideshare,LEO,3,1,0,upper stage failure,0,0,0,45.0,Cold War,orbital,4,15000000.0,75.0,Failure
SL004705,1971-08-17,1971,8,Saturn IB,Kourou ELS (Vega),Other,NASA,Earth Observation,GTO,6454,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,9525,248249.14781530833,67.75853018372703,Success
SL004706,1981-10-23,1981,10,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Scientific,LEO,622,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,72347.26688102893,91.47058823529412,Success
SL004707,1967-08-27,1967,8,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Earth Observation,LEO,313,1,0,engine failure,0,0,0,45.0,Cold War,orbital,680,143769.96805111822,46.02941176470588,Failure
SL004708,1987-10-17,1987,10,Scout,Mahia Peninsula LC-1,USA,LTV,Weather,GTO,58,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,90,775862.0689655172,64.44444444444444,Success
SL004709,1973-08-05,1973,8,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,LEO,459,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,98039.2156862745,14.669223394055608,Success
SL004710,1983-06-03,1983,6,Ariane 1,Kourou ELS (Vega),Europe,CNES,Interplanetary,Interplanetary,354,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,839,127118.64406779662,42.19308700834327,Success
SL004711,2016-12-10,2016,12,Falcon 1,Mahia Peninsula LC-1,USA,SpaceX,Earth Observation,LEO,189,1,1,None - Successful Launch,0,0,0,6.0,New Space,orbital,303,31746.031746031746,62.37623762376238,Success
SL004712,1978-01-13,1978,1,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Scientific,LEO,577,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,77989.60138648181,42.42647058823529,Success
SL004713,2000-03-17,2000,3,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Lunar,TLI,815,1,1,None - Successful Launch,0,0,0,48.9,Post-Soviet,orbital,884,60000.0,92.19457013574662,Success
SL004714,2022-06-24,2022,6,Taurus,Cape Canaveral SLC-40,USA,Orbital Sciences,Space Station Module,LEO,324,1,1,None - Successful Launch,0,0,0,36.3,Post-Cold War,orbital,612,112037.03703703704,52.94117647058824,Success
SL004715,1997-02-22,1997,2,Jupiter-C,Kennedy Space Center LC-39A,USA,Army,Space Station Resupply,ISS,1,1,1,None - Successful Launch,0,0,0,45.0,Cold War,suborbital,4,45000000.0,25.0,Success
SL004716,1974-07-04,1974,7,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Defense/Intelligence,GTO,405,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,111111.11111111111,59.55882352941176,Success
SL004717,1983-04-11,1983,4,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Rideshare,SSO,1428,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,31512.605042016807,45.63758389261745,Success
SL004718,1999-03-12,1999,3,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Communications,MEO,310,1,1,None - Successful Launch,0,0,0,42.8,Post-Soviet,orbital,884,138064.51612903227,35.06787330316742,Success
SL004719,1992-09-04,1992,9,Soyuz-2.1a,Plesetsk Cosmodrome,Russia,TsSKB,Earth Observation,LEO,1429,1,1,None - Successful Launch,0,0,0,51.1,Modern,orbital,3356,35759.2722183345,42.580452920143024,Success
SL004720,1971-11-21,1971,11,Atlas-Centaur,Kennedy Space Center LC-39A,USA,GD,Earth Observation,GEO,903,1,0,engine failure,0,0,0,45.0,Cold War,orbital,2041,49833.88704318937,44.24301812836845,Failure
SL004721,1988-09-04,1988,9,Saturn V,Kennedy Space Center LC-39A,USA,NASA,Navigation/GPS,GEO,33455,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,58966,47891.19713047377,56.73608520164163,Success
SL004722,1995-08-24,1995,8,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Space Telescope,LEO,277,1,1,None - Successful Launch,0,0,0,32.4,Post-Soviet,orbital,884,116967.50902527076,31.334841628959275,Success
SL004723,1979-10-10,1979,10,Soyuz-U,Kapustin Yar,USSR,TsSKB,Earth Observation,LEO,1253,1,1,None - Successful Launch,0,0,0,39.3,Cold War,orbital,3107,31364.724660814045,40.32829095590602,Success
SL004724,2000-09-26,2000,9,Long March 3B,Wenchang Space Launch,China,CASC,IoT/Cubesat,SSO,2646,1,1,None - Successful Launch,0,0,0,78.9,Modern,orbital,5216,29818.59410430839,50.72852760736196,Success
SL004725,1966-05-03,1966,5,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Communications,LEO,972,1,0,guidance failure,0,0,0,45.0,Cold War,orbital,3129,46296.2962962963,31.064237775647175,Failure
SL004726,1983-08-17,1983,8,Atlas-Centaur,Cape Canaveral SLC-40,USA,GD,Human Spaceflight,ISS,1255,1,1,None - Successful Launch,1,3,0,45.0,Cold War,orbital,2041,35856.57370517928,61.48946594806467,Success
SL004727,2017-10-01,2017,10,Space Shuttle,Cape Canaveral SLC-40,USA,NASA,Technology Demonstration,GTO,7960,1,1,None - Successful Launch,0,0,0,1346.9,Cold War,orbital,11067,169208.54271356785,71.92554441131291,Success
SL004728,1978-04-15,1978,4,Juno I,SpaceX Starbase (Boca Chica),USA,Army,Human Spaceflight,ISS,1,1,1,None - Successful Launch,1,4,0,45.0,Cold War,orbital,6,45000000.0,16.666666666666664,Success
SL004729,2000-05-17,2000,5,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Commercial Satellite,LEO,391,1,1,None - Successful Launch,0,0,0,39.7,Post-Soviet,orbital,884,101534.52685421995,44.230769230769226,Success
SL004730,1987-09-25,1987,9,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Commercial Satellite,GEO,368,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,122282.60869565218,54.11764705882353,Success
SL004731,1982-04-15,1982,4,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Human Spaceflight,ISS,1071,1,1,None - Successful Launch,1,3,0,28.2,Cold War,orbital,3107,26330.532212885155,34.47055037013196,Success
SL004732,2022-12-03,2022,12,Soyuz-2.1a,Svobodny / Vostochny,Russia,TsSKB,Space Telescope,LEO,941,1,1,None - Successful Launch,0,0,0,44.6,Modern,orbital,3356,47396.386822529224,28.039332538736588,Success
SL004733,1983-10-06,1983,10,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Commercial Satellite,LEO,451,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,99778.27050997782,66.32352941176471,Success
SL004734,1977-09-13,1977,9,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,SSO,799,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2145,56320.40050062578,37.24941724941725,Success
SL004735,2022-03-12,2022,3,Falcon 1,SpaceX Starbase (Boca Chica),USA,SpaceX,Military Reconnaissance,GEO,68,1,1,None - Successful Launch,0,0,0,6.5,New Space,orbital,303,95588.23529411765,22.442244224422442,Success
SL004736,2013-07-23,2013,7,Soyuz-2.1a,Plesetsk Cosmodrome,Russia,TsSKB,Navigation/GPS,MEO,830,1,1,None - Successful Launch,0,0,0,53.5,Modern,orbital,3356,64457.8313253012,24.731823599523242,Success
SL004737,2008-05-17,2008,5,Long March 1,Hammaguira,Other,CASC,Interplanetary,Interplanetary,38,1,1,None - Successful Launch,0,0,0,23.3,Cold War,orbital,136,613157.8947368421,27.941176470588236,Success
SL004738,1965-11-13,1965,11,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Scientific,GEO,995,1,0,structural failure,0,0,0,45.0,Cold War,orbital,2494,45226.13065326633,39.89574979951884,Failure
SL004739,1970-01-28,1970,1,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,479,1,1,None - Successful Launch,1,4,0,45.0,Cold War,orbital,2145,93945.72025052192,22.33100233100233,Success
SL004740,2003-05-02,2003,5,H-I,Tanegashima Space Center,Japan,NASDA,Astronomy,LEO,478,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1451,94142.25941422595,32.94279807029635,Success
SL004741,1975-08-12,1975,8,Titan III,Kennedy Space Center LC-39A,USA,USAF,Earth Observation,SSO,6486,1,0,structural failure,0,0,0,45.0,Cold War,orbital,5896,6938.020351526365,110.0067842605156,Failure
SL004742,1976-12-13,1976,12,Long March 2C,Xichang Satellite Launch,China,CASC,Scientific,GEO,655,1,1,None - Successful Launch,0,0,0,20.0,Modern,orbital,1746,30534.351145038167,37.514318442153495,Success
SL004743,2015-06-25,2015,6,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Military Reconnaissance,GTO,4788,1,1,None - Successful Launch,0,0,0,86.5,Modern,orbital,10432,18065.998329156224,45.89723926380368,Success
SL004744,1980-11-14,1980,11,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Earth Observation,SSO,439,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,102505.69476082004,32.279411764705884,Success
SL004745,1966-02-04,1966,2,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,1039,1,1,None - Successful Launch,1,5,0,45.0,Cold War,orbital,3129,43310.87584215592,33.205496963886226,Success
SL004746,1964-05-15,1964,5,Scout,Cape Canaveral SLC-41,USA,LTV,Human Spaceflight,LEO,63,1,1,None - Successful Launch,1,4,0,45.0,Cold War,orbital,90,714285.7142857143,70.0,Success
SL004747,1988-11-02,1988,11,Mu-4S,Tanegashima Space Center,Japan,ISAS,Space Telescope,GEO,14,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,81,3214285.714285714,17.28395061728395,Success
SL004748,2001-12-17,2001,12,Ariane 4,Kourou ELS (Vega),Europe,Arianespace,Space Station Module,ISS,616,1,1,None - Successful Launch,0,0,0,166.2,Post-Cold War,orbital,2222,269805.1948051948,27.722772277227726,Success
SL004749,2020-06-06,2020,6,Delta II,Cape Canaveral SLC-41,USA,Boeing,Commercial Satellite,GTO,1327,4,1,None - Successful Launch,0,0,0,57.9,Modern,orbital,2308,43632.253202712884,57.49566724436742,Success
SL004750,1969-02-27,1969,2,Saturn IB,Cape Canaveral SLC-40,USA,NASA,Earth Observation,LEO,7774,1,0,structural failure,0,0,0,1602.2,Cold War,orbital,9525,206097.24723437097,81.61679790026247,Failure
SL004751,1974-09-05,1974,9,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,SSO,120,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,375000.0,53.09734513274337,Success
SL004752,1994-08-28,1994,8,Ariane 1,Guiana Space Centre ELA-3,Europe,CNES,Weather,LEO,151,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,839,298013.2450331126,17.99761620977354,Success
SL004753,1984-01-08,1984,1,Titan II GLV,Mahia Peninsula LC-1,USA,USAF,Space Telescope,SSO,931,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1632,48335.12352309345,57.04656862745098,Success
SL004754,1991-08-09,1991,8,Space Shuttle,Mahia Peninsula LC-1,USA,NASA,Rideshare,SSO,3603,1,1,None - Successful Launch,0,0,0,1760.4,Cold War,orbital,11067,488592.8393005828,32.55624830577392,Success
SL004755,2022-02-03,2022,2,Soyuz-2.1a,Baikonur Cosmodrome,Russia,TsSKB,Technology Demonstration,LEO,907,1,1,None - Successful Launch,0,0,0,57.7,Modern,orbital,3356,63616.317530319735,27.02622169249106,Success
SL004756,1995-10-27,1995,10,Jupiter-C,Vandenberg SFB SLC-4E,USA,Army,Communications,GEO,4,1,0,structural failure,0,0,0,45.0,Cold War,suborbital,4,11250000.0,100.0,Failure
SL004757,1987-12-15,1987,12,Mu-4S,Uchinoura Space Center,Japan,ISAS,Space Telescope,SSO,52,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,81,865384.6153846154,64.19753086419753,Success
SL004758,2024-06-08,2024,6,Titan II GLV,Kennedy Space Center LC-39A,USA,USAF,Commercial Satellite,GTO,939,1,0,guidance failure,0,0,0,45.0,Cold War,orbital,1632,47923.32268370607,57.53676470588235,Failure
SL004759,1966-08-15,1966,8,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Defense/Intelligence,GEO,1132,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,39752.65017667844,45.388933440256615,Success
SL004760,2023-01-09,2023,1,Falcon 1,Cape Canaveral SLC-40,USA,SpaceX,Commercial Satellite,GTO,122,3,0,engine failure,0,0,0,6.7,New Space,orbital,303,54918.03278688525,40.26402640264026,Failure
SL004761,1992-09-25,1992,9,Vanguard,Cape Canaveral SLC-41,USA,NRL,Defense/Intelligence,HEO,3,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,4,15000000.0,75.0,Success
SL004762,1992-09-10,1992,9,Soyuz-2.1a,Baikonur Cosmodrome,Russia,TsSKB,Communications,GEO,1199,1,1,None - Successful Launch,0,0,0,74.0,Modern,orbital,3356,61718.098415346125,35.727056019070325,Success
SL004763,2022-02-12,2022,2,Soyuz-FG,Esrange Space Center,Other,TsSKB,Human Spaceflight,ISS,2049,1,1,None - Successful Launch,1,5,0,98.6,Modern,orbital,3265,48121.03465104929,62.75650842266462,Success
SL004764,1992-07-11,1992,7,Saturn V,Cape Canaveral SLC-40,USA,NASA,Space Station Module,LEO,20701,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,58966,77397.22718709242,35.10667164128481,Success
SL004765,1988-01-11,1988,1,Long March 2C,Jiuquan Satellite Launch,China,CASC,IoT/Cubesat,SSO,982,1,1,None - Successful Launch,0,0,0,21.5,Modern,orbital,1746,21894.09368635438,56.24284077892325,Success
SL004766,1979-01-20,1979,1,Soyuz-U,Kapustin Yar,USSR,TsSKB,Defense/Intelligence,SSO,672,1,1,None - Successful Launch,0,0,0,29.5,Cold War,orbital,3107,43898.80952380953,21.628580624396523,Success
SL004767,2005-04-27,2005,4,Ariane 4,Kourou ELS (Vega),Europe,Arianespace,Weather,LEO,1809,1,1,None - Successful Launch,0,0,0,166.2,Post-Cold War,orbital,2222,91873.96351575456,81.41314131413141,Success
